age,id,length_min,title,uuid,violence_rating,violence_text
16,5799626,117,The Amityville Horror,17a03309-0d45-401d-8f0d-9451aafacd20,4.0,Horror movie suspense and violence. Shots of a father killing his wife and four children with a shotgun as he goes from room to room in a house -- blood and dead bodies. A woman has nightmares of the ax murders of her children. A young boy's hand gets stuck under a window when it mysteriously slams down on him -- blood and screaming. A man punches his friend in a bar. A priest en route to the haunted house loses control of his vehicle; minor car crash. A boy falls down a flight of stairs.
6,5800511,92,Pup Star: Better 2gether,37afe49b-ab52-4c1b-af7e-cf937fbbe540,2.0,Tiny is kidnapped by the evil Bark and his crew. A villainous dog pees on his inept human henchperson when his eyes sting and he begs for water to clear them. Bad guys burn down the house of a group of street dogs. A skunk sprays a crowd of dogs and people. Cats threaten a small dog.
16,5800006,124,Last Flag Flying,d9c8a3b2-a376-472f-9fac-57018bf75857,2.0,"Descriptions of violent events, including explosions, shooting, and killing. A man's wounded ear is eaten away by a Middle Eastern virus. Images of military coffins. Characters argue in a friendly way."
15,5801231,98,LBJ,e8f9ce07-bb7a-4e21-8bf2-c0895f7ce1c4,2.0,"Brief footage of JFK's shooting; small amount of blood, plus general shock, chaos."
16,5802181,107,My Friend Dahmer,a1eb6e37-b361-4b55-945c-69ad4d1d06ef,4.0,"Dead animals and ""roadkill""; sliced-up animal. Animals soak in acid-filled jars. Fish hacked up with a knife. A man cuts his hand with a knife and sucks the blood. Gun shown. Main character holds a baseball bat in a threatening way. Arguing parents."
16,5805556,93,Lady Bird,c75a4deb-9ea0-48eb-b9e7-ac41cff1eecf,1.0,"Arguing. Brief, verbal violent imagery."
13,5806146,104,Death Becomes Her,8ff4461c-f8a0-460c-9cd9-70c57328fafe,3.0,"Violence is played for comedy. A woman who can't die is shot through the stomach, which creates a huge, see-through hole in the middle of her body. Another undead's neck is broken, resulting in her head facing the wrong way, which, though played for comedy, may seem grotesque to younger children. People fall down stairs and break into pieces. A man and woman plot to kill someone. A man chokes a woman, then lets her fall down a long flight of stairs. Two women fight each other, swinging shovels. One's necks fall limp until she snaps it back into place."
12,5807316,129,The Bad Seed (1956),4552ecd0-8361-4652-a778-75c7355a66fc,3.0,"Three murders, by staircase, arson, and drowning, occur. Offscreen, a burning man runs screaming from a fire and dies. Out of love, a parent tries to put a merciful stop to a child's violence. A gun suicide attempt is described but not shown."
17,5805841,115,"Three Billboards Outside Ebbing, Missouri",56bc139e-04fd-4d80-bda9-2a9547225b90,5.0,"Police assault. A man shoots himself in the head; the resulting bloody mess is shown. A man threatens a woman, grabbing her by the throat. Knife held to throat. Drilling through a thumbnail with a dentist's drill. A character beats people with the butt of a gun. After being beaten terribly, a man is thrown through a glass window, landing in the street. Building on fire; character burned (scars shown). Bar fight, with scratching and bleeding. A man coughs up blood. Violent outbursts. References to rape."
16,5807461,123,The Journey Is the Destination,8a1ddfb4-a710-4e81-8c2f-2357ffa4fc7f,4.0,"Violent war footage, including many visuals of the aftermath of massacres: bodies dead, bleeding, skinned, burned. A soldier is slashed by a sword. Explosions, populations under fire from helicopters. Civilians (including children) run for their lives. Actual photographs of children who died of starvation. Journalists are ambushed by forces of a warlord. Mob violence; important characters are stoned and beaten. Character reveals that she was a victim of sexual mutilation as a child."
8,5808401,89,5 Children & It,55608952-d77a-4d24-b743-851dbaf308db,3.0,"Some mild to moderate scariness. Separation from parents is a recurring theme, including a couple of tearful goodbye scenes and worry when the father goes missing in action. Everything has a safe resolution. Dark corridors and mysterious, slightly tense music. A kid claims to have a monster collection in the basement and performs an experiment on a doll, dipping it into a solution that makes it dissolve, and then brandishing the severed doll's head to scare other kids. Peril from fantasy sequences, including almost being hit by a dirigible and a giant T-Rex that lurks in the dark and roars. A fantasy creature is tied to a table, and a kid brandishes a knife and threatens to dissect it."
16,5809306,94,6 Days,d78cbf2f-7fbd-4441-aeb4-5fd3446e528d,4.0,"Six armed Arab men storm the Iranian embassy in London, threatening to kill hostages unless prisoners held in Iran are released. A hostage is shot to death. British military tactical forces storm the building and many die in a bloody shootout. The assault on the terrorists includes lots of weapons, grenades, and other devices going off. There's lots of scary yelling by panicky terrorists."
10,5810936,101,Bill Nye: Science Guy,4fb7ac78-5fc3-450a-b8bd-a5180f66b45e,1.0,"Mild tension during arguments/debates. Some disturbing discussion and footage of global warming/climate crisis. Rocket explosion. Violent images in ""Ark"" museum (""Cain murders Abel,"" etc.)."
16,5811981,119,The Shape of Water,72e897e3-fb07-49db-90e5-f48b7f2b25fe,4.0,"Stabbing, bleeding. Severed fingers. Lots of blood. Bloody hand print. Bloody wounds. Attacking creature with a cattle prod. Guns/shooting, with resulting wounds and some deaths. Car crash. Creature eats cat; bleeding, headless cat shown. A character rages. A jump scare. Reattached fingers rotting/character rips them off. Throat slashing. Some hitting/bashing with objects."
9,5782371,88,Saving Christmas,4f3a1739-d471-4ad9-8d60-b5e47661aa7b,2.0,"Bullying: teasing, tormenting, threatening, brandishing a paint ball gun. A fistfight. A wrestling bout with standard pounding, throwing, smashing."
15,5812686,130,Phantom Thread,9cfcfc62-2e91-4df2-90eb-344f70586544,1.0,Arguing. Attempts at poisoning.
16,5812651,135,Downsizing,e35c1ecc-ffee-4f9e-ae81-05c93f5dd756,2.0,"Some blood shown during the ""downsizing"" process; teeth pulled. Discussion of ""heads exploding"" while perfecting the process. Brief altercation in a bar. Lab mice appear to be harmed during experiments. Minor characters die. Arguing. Protesting."
16,5796881,132,Call Me by Your Name,f7061416-993a-4cf3-b691-806a2d6c98dd,0.0,Not applicable
13,5818411,86,Lazer Team 2,2d94d94d-8e4d-4b2b-bcd9-d55b9901192f,3.0,"Mild comic-fantasy fighting. Characters are sliced with a laser sword. Shooting with lasers. Guns shown, but no shooting. Some bloody cuts/scratches. Spoken reference about killing a chinchilla."
4,5819966,63,Bob the Builder: Mega Machines - The Movie,01b678c9-2908-4af5-bfd4-a98f920cdb83,1.0,"Some escalating suspense and cartoon jeopardy. A villain sabotages a dam; it bursts, threatening a town. A featured character is in the path of raging water. A construction boss is a mean-spirited, vengeful bully."
16,5820941,110,The Hand That Rocks the Cradle,1cbf5670-710b-41a4-a7f5-85f316e1a29b,4.0,"A woman is shown being sexually molested during a gynecological exam. A dead body impaled by falling glass is shown with lots of blood. Another dead body impaled by fence pickets briefly shows some blood. Suicide is implied by a gunshot heard off camera. A woman having a miscarriage has blood on clothing and on doctors in surgery; the woman cries in pain and fear. A woman roughly twists a child's arm and threatens him; kids who witness it think it's cool because the victim is himself a bully. A few slaps in the face. Implied sexual molestation of a child when the child's underwear is discovered hidden in a tool box. A fight with a shovel, fireplace poker, knife, kicking, punching, and banging a head repeatedly on the floor. Some scariness from characters in danger, dark hallways, and tense music."
14,5822996,99,Chasing Trane: The John Coltrane Documentary,defc32b5-2b94-490b-96f7-eefcf5f5c7fc,1.0,"Some disturbing photos and newsreel footage: racist behavior (i.e., Jim Crow segregated culture, KKK), dropping of atomic bomb in Nagasaki and its impact on civilians."
7,5823911,90,Anne of Green Gables: The Good Stars,40d3e0ee-a068-478a-b6e7-69b4c04678b9,0.0,"No violence, but there's some brief suspense surrounding Anne's fate in one scene."
16,5818276,91,People You May Know,78b529b3-1137-44fd-a45f-55a6c2392808,0.0,Not applicable
14,5803121,120,Flint,ca9e3208-03ee-4220-bdb2-28aa24489175,0.0,Not applicable
15,5824086,101,Wonder Wheel,f66dd28c-99b7-4ab5-82f6-6be4ae09eb15,1.0,The violence -- reports of domestic abuse and mob killings -- takes place offscreen but has an impact. A presumed mob killing isn't shown but is meant to linger in the mind. A young character is a pyromaniac.
4,5818296,44,The Magical Wand Chase: A Sesame Street Special,2c18add1-3cda-4232-a318-7141288b6fa0,0.0,Not applicable
16,5823051,103,The Disaster Artist,bbeed63a-a26c-4454-b008-01e8e1d847a7,2.0,"Arguing, shouting. Gun shown. Fake suicide performed for camera."
10,5825561,86,Altar Egos,679911b1-519b-4275-870a-55ae8821522c,2.0,"A bully uses lots of verbal hostility, pokes, pushes, grabs at, and punches someone. He's verbally abusive to Holly and grabs her forcefully. She repeatedly tells him to stop but has to be rescued from the situation by other men. Once he's stopped by an implied cane to the groin; he's shown collapsing and yelling in pain. Another time an adult stops a teen from punching and squeezes the teen's fist hard."
16,5825981,93,Bullet Head,a6f6f929-2b32-4d22-a9ae-b0a9efc3b6e6,4.0,"Dog fighting is implied, rather than shown, but there's plenty of it -- lots of offscreen mauling is supported with audio elements, with dead or badly wounded animals shown afterward. A dog is shot several times on-screen; others are tortured and murdered by humans just off camera. There's a fair amount of blood. Several humans are killed by a dog; two people are shot, and one is punched. One dies of a drug overdose."
12,5825121,80,It's Not Yet Dark,4d50e5af-9677-4178-81a5-5b88a1cc873f,0.0,Not applicable
15,5827616,80,Forbidden Games: The Justin Fashanu Story,36d51364-774c-4ed8-afb4-d3f4065e492b,2.0,Talk of Fashanu's sexual assault of a teen boy. Mention of Fashanu's suicide.
9,5828006,100,Max Lucado's The Christmas Candle,cf69012f-6770-4b34-9b46-bdb110736a7b,2.0,"During a rain storm, a toppled horse and carriage carry an unwed mother about to give birth. Friends rush to save her. A man with heart trouble dies after trying to put out a fire. Another lies gravely ill but recovers."
